#
# filename:		shopping.dat
# description:	File which has every object's price in it. The file is
#				broken into sections by type of object eg car mod, furniture
# Author: B1ack_Wh1te

section prices

	section CarMods

# TransFender
	# Bonnet
		#name,			nametag,	price
		slope			SLOPE		slope		1		respect 20  sexy 10     200
		jhericurl		JHERI		jheri		1		respect 5  	sexy 25     350
		cornrows		CORNROW		cornrows	1		respect 30  sexy 30     500
		cornrowsb		CORNRO2		cornrows	1		respect 30  sexy 30     550
		tramline		TRAMLIN		tramline	1		respect 25  sexy 30     400
		groovecut		GROOVE		head		1		respect 30  sexy 30     500
		mohawk			MOHAWK		mohawk		1		respect 20	sexy 10		200
		mohawkblond		MOHAWKB		mohawk		1		respect 10	sexy 15		250
		mohawkpink		MOHAWKP		mohawk		1		respect 0	sexy 0		400
		mohawkbeard		MOHAKBE		mohawk		1		respect 10	sexy 0		250
		afro			AFRO		afro	 	1	   	respect 15	sexy 10		150
		afrotash		AFROT		afro		1		respect 20	sexy 5		200
		afrobeard		AFROB		afro		1		respect 20	sexy 5		250
		afroblond		AFROBL		afro		1		respect 15	sexy 15		300
		flattop			AFROFL		flattop		1		respect 25	sexy 25		500
		elvishair		ELVISHA		elvishair	1		respect 0	sexy 0		1000
		beard			BEARD		head		18		respect 10	sexy 10		80
		tash			TASH		head		18		respect 10	sexy 10		50
		goatee			GOATEE		head		18		respect 10	sexy 0		100
		afrogoatee		AFROGOT		afro		1		respect 20	sexy 0		300
	end

	section Tattoos
		#texturename,	nametag,	type1,	type2,	stats to change,	price
		#type is a number and can be one of the following cant go over 20 for stats
		# - = no type
		# 4 = left upper arm
		# 5 = left lower arm
		# 6 = right upper arm
		# 7 = right lower arm
		# 8 = back top
		# 9 = left chest
		# 10 = right chest
		# 11 = stomach
		# 12 = lower back
		#texturename,	nametag,	type1,	type2,	stats to change,			price
		4weed			4WEED		4		-		respect 1		sexy 2		50
		4rip			4RIP		4		-		respect 1		sexy 2		45
		4spider			4SPIDER		4		-		respect 2		sexy 2		60
		5gun			5GUN		5		-		respect 2		sexy 2		50
		5cross			5CROSS		5		-		respect 1		sexy 2		70
		5cross2			5CROSS2		5		-		respect 2		sexy 2		80
		5cross3			5CROSS3		5		-		respect 1		sexy 2		30
		6aztec			6AZTEC		6		-		respect 2		sexy 2		40
		6crown			6CROWN		6		-		respect 1		sexy 2		50
		6clown			6CLOWN		6		-		respect 2		sexy 2		60
		6africa			6AFRICA		6		-		respect 2		sexy 2		90
		7cross			7CROSS		7		-		respect 1		sexy 2		25
		7cross2			7CROSS2		7		-		respect 1		sexy 2		40
		7cross3			7CROSS3		7		-		respect 2		sexy 2		70
		7mary			7MARY		7		-		respect 2		sexy 2		100
		8sa				8SA			8		-		respect 3		sexy 3		150
		8sa2			8SA2		8		-		respect 3		sexy 3		250
		8sa3			8SA3		8		-		respect 3		sexy 3		350
		8westside		8WESTSD		8		-		respect 3		sexy 3		200
		8santos			8SANTOS		8		-		respect 3		sexy 3		150
		8poker			8POKER		8		-		respect 3		sexy 3		200
		8gun			8GUN		8		-		respect 3		sexy 3		450
		9crown			9CROWN		9		-		respect 2		sexy 1		125
		9gun			9GUN		9		-		respect 2		sexy 2		50
		9gun2			9GUN2		9		-		respect 2		sexy 1		70
		9homeboy		9HOMBY		9		-		respect 2		sexy 2		100
		9bullet			9BULLT		9		-		respect 2		sexy 1		90
		9rasta			9RASTA		9		-		respect 2		sexy 2		125
		10ls			10LS		10		-		respect 2		sexy 2		80
		10ls2			10LS2		10		-		respect 2		sexy 2		45
		10ls3			10LS3		10		-		respect 2		sexy 2		50
		10ls4			10LS4		10		-		respect 2		sexy 2		100
		10ls5			10LS5		10		-		respect 2		sexy 2		65
		10og			10OG		10		-		respect 2		sexy 2		90
		10weed			10WEED		10		-		respect 2		sexy 2		40
		11grove			11GROVE		11		-		respect 2		sexy 2		70
		11grove2		11GROV2		11		-		respect 2		sexy 2		125
		11grove3		11GROV3		11		-		respect 2		sexy 2		100
		11dice			11DICE		11		-		respect 2		sexy 2		90
		11dice2			11DICE2		11		-		respect 2		sexy 2		50
		11jail			11JAIL		11		-		respect 2		sexy 2		30
		11godsgift		11GGIFT		11		-		respect 2		sexy 2		200
		12angels		12ANGEL		12		-		respect 3		sexy 3		450
		12mayabird		12MAYBR		12		-		respect 3		sexy 3		550
		12dagger		12DAGER		12		-		respect 3		sexy 3		350
		12bandit		12BNDIT		12		-		respect 3		sexy 3		600
		12cross7		12CROSS		12		-		respect 3		sexy 3		500
		12mayaface		12MYFAC		12		-		respect 3		sexy 3		525
	end

	section Food
	# Burger Shot
		#name,          nametag,	stats to change,	price
		burgerlow		BURLOW		calories	20		2
		burgermed		BURMED		calories	40		5
		burgerhigh		BURHIG		calories	70		10
		burger_healthy	BURHEAL		health		40		5

	# Cluckin Bell
		clucklow 		CLULOW		calories	20		2
		cluckmed		CLUMED		calories	40		5
		cluckhigh		CLUHIG		calories	70		10
		cluck_healthy	CLUHEAL		health		40		10

	# Pizza Stack
		pizzalow		PIZLOW		calories	100		2
		pizzamed		PIZMED		calories	40		5
		pizzahigh		PIZHIG		calories	70		10
		pizza_healthy	PIZHEAL		health		40		10

	# Rusty Browns
		rustylow		RUSLOW		calories	40		2
		rustymed		RUSMED		calories 	70		5
		rustyhigh		RUSHIG		calories	100		10
	end

	section Weapons
	# PISTOLS
		# weapontype,		nametag,	class,	ammo,	anim,	mission		price
		PISTOL,				$STAT,		1,		30,		1,		0,			200
		PISTOL_SILENCED,	$STAT,		1,		30,		1,		3,			600
		DESERT_EAGLE,   	$STAT,		1,		15,		1,		9,			1200

	# SHOTGUNS
		SHOTGUN,			$STAT,		2,		15,		2,		0,			600
		SPAS12,				$STAT, 		2,		10,		2,		10,			1000
		SAWNOFF,			$STAT,	 	2,		12,		2,		2,			800

	# MICRO SMG
		MICRO_UZI,			'UZI',		3,		60,		1,		0,			500
		TEC9,				'TEC9',		3,		60,		1,		0,			300

	# SMG
		MP5,				$STAT,		4,		90,		1,		1,			2000

	# ASSAULT RIFLES
		AK47,				$STAT,		5,		120,	2,		7,			3500
		M4,					$STAT,		5,		150,	2,		8,			4500

	# SNIPER RIFLES
		COUNTRYRIFLE,		'RIFLE',	6,		20,		2,		5,			1000
		SNIPERRIFLE,		'SNIPE',	6,		10,		2,		6,			5000

	# THROWN
		GRENADE,			'GRENADE',	7,		5,		1,		0,			300
		SATCHEL_CHARGE,		'DETONA',	7,		1,		1,		4,			2000
		MOLOTOV,			'MOLTOV',	7,		5,		1,		7,			600
		TEARGAS,			'TEARGAS',	7,		5,		1,		10,			1200

	# ARMOUR
		ARMOUR,				ARMOUR,		8,		1,		3,		0,			200

	# HEAVY
		RLAUNCHER,			'ROCKET',	9,		5,		5,		10,			10000
		RLAUNCHER_HS,		'ROCKHS',	9,		5,		5,		10,			12000
		FTHROWER,			'FLAMET',	9,		80,		4,		10,			6000
		MINIGUN,			'MINIGU',	9,		500,	4,		10,			10000
	end

	section Furniture
	end

	section Gifts
	end

	section Property
	end
end

section shops
	section uniform
	type clothes
		item gimpleg
		item valet
		item countrytr
		item croupier
		item policetr
		item pimptr
		item garageleg
		item medictr
	end

	section CSchp # BINCO
	type clothes
	# BINCO TORSO
		item vest
		item vestblack
		item hoodyAgreen
		item tshirtwhite
		item tshirtilovels
		item tshirtblunts
		item shirtbgang
		item shirtbcheck
		item field
		item tshirterisyell
		item tshirterisorn
		item trackytop2eris

	# BINCO LEGS
		item legsblack
		item legsheart
		item worktrcamogrn
		item worktrcamogry
		item worktrgrey
		item worktrkhaki
		item tracktr
		item jeansdenim
		item tracktreris
		item biegetr
		item denimsgang
		item tracktrgang

	# BINCO SHOES
		item sandal
		item sandalsock
		item flipflop
		item cowboyboot2
		item bask2semi
		item bask1eris
		item sneakerbincgang
		item sneakerbincblu
		item sneakerbincblk

	# BINCO GLASSES
		item groucho
		item zorro
		item eyepatch

	# BINCO WATHES
		item watchpink
		item watchyellow

	# BINCO CHAINS
		item dogtag
		item neckafrica

	# BINCO HATS
		item bandred
		item bandblue
		item bandgang
		item bandblack
		item bandred2
		item bandblue2
		item bandblack2
		item bandgang2
		item capknitgrn
		item captruck
		item cowboy
		item hattiger

	# BINCO GLOVES
		item gloves

	# BINCO MASKS
		item bandred3
		item bandblue3
		item bandgang3
		item bandblack3
	end

	section CSsprt # PRO-LAPS
	type clothes
	# PRO-LAPS TORSO
		item bbjackrim
		item bballjackrstar
		item baskballdrib
		item baskballrim
		item sixtyniners
		item tshirtprored
		item tshirtproblk
		item bandits
	    item trackytop1pro
		item shellsuit
	    item hockeytop
	    item bbjersey

	# PRO-LAPS LEGS
		item tracktrpro
		item tracktrwhstr
		item tracktrblue
		item bbshortwht
		item boxshort
		item bbshortred
		item shellsuittr

	# PRO-LAPS SHOES
		item hitop
		item convproblk
		item convproblu
		item convprogrn
		item sneakerprored
		item sneakerproblu
		item sneakerprowht
		item bask1prowht
		item bask1problk
		item boxingshoe

	# PRO-LAPS CHAIN
		item stopwatch
		item necksaints

	# PRO-LAPS WATCHES
		item watchpro
		item watchpro2

	# PRO-LAPS GLASSES
		item glasses01dark
		item glasses04dark

	# PRO-LAPS HATS
		item capgang
		item capgangback
		item capgangside
		item capgangover
		item capgangup
		item boxingcap
		item hockey
		item helmet
		item moto
		item bikerhelmet
	end

	section LACS1 # SUB URBAN
	type clothes
	# SUB URBAN TORSO
		item tshirtheatwht
		item tshirtbobomonk
		item tshirtbobored
		item tshirtbase5
		item tshirtsuburb
		item hoodyamerc
		item hoodyabase5
		item hoodyarockstar
		item wcoatblue
		item coach
		item coachsemi
		item sweatrstar

	# SUB URBAN LEGS
		item shortsgrey
		item shortskhaki
		item chongergrey
		item chongergang
		item chongerred
		item chongerblue
		item shortsgang
		item denimsred

	# SUB URBAN SHOES
		item convheatblk
		item convheatred
		item convheatorn
		item sneakerheatwht
		item sneakerheatgry
		item sneakerheatblk
		item bask2heatwht
		item bask2heatband

	# SUB URBAN GLASSES
		item glasses03red
		item glasses03blue

	# SUB URBAN CHAINS
		item necksilver
		item neckls

	# SUB URBAN WATHES
		item watchsub1
		item watchsub2

	# SUB URBAN HATS
		item capred
		item capredback
		item capredside
		item capredover
		item capredup
		item capblue
		item capblueback
		item capblueside
		item capblueover
		item capblueup
		item skullyblk
		item skullygrn
	end

	section clothgp # ZIP
	type clothes
	# ZIP TORSO
		item hoodyAblue
		item hoodyAblack
		item tshirt2horiz
		item sleevtbrown
		item shirtablue
		item shirtayellow
		item shirtagrey
		item shirtbplaid
	    item tshirtzipcrm
		item tshirtzipgry
	    item denimfade
	    item bowling

	# ZIP LEGS
		item chinosbiege
		item chinoskhaki
		item chinosblack
		item chinosblue
		item cutoffchinos
		item cutoffchinosblue

	# ZIP SHOES
		item timbergrey
		item timberred
		item timberfawn
		item timberhike

	# ZIP WATHES
		item neckhash
		item neckgold
		item watchzip1
		item watchzip2

	# ZIP GLASSES
		item glasses01
		item glasses04

	# ZIP HATS
		item hatmancblk
		item hatmancplaid
		item capzip
		item capzipback
		item capzipside
		item capzipover
		item capzipup
	end

	section Csdesgn # VICTIM
	type clothes
	# VICTIM TORSO
		item hoodjackbeige
		item suit1grey
		item suit1blk
		item leather
		item painter
		item hawaiiwht
		item hawaiired
		item sportjack

	# VICTIM LEGS
		item leathertr
		item leathertrchaps
		item suit1trgrey
		item suit1trblk
		item cutoffdenims

	# VICTIM SHOES
		item cowboyboot
		item biker
		item snakeskin

	# VICTIM CHAINS
		item neckropes
		item neckropeg

	# VICTIM WATHES
		item watchgno
		item watchgno2

	# VICTIM GLASSES
		item glasses03dark
		item glasses03

	# VICTIM HATS
		item beretred
		item beretblk
		item capblk
		item capblkback
		item capblkside
		item capblkover
		item capblkup
		item tshirtmaddgrey
		item tshirtmaddgrn
		item tshirtlocgrey
		item baskballloc
	end

	section Csexl # DIDIE SACHS
	type clothes
	# DIDIE SACHS TORSO
		item suit2grn
		item suit1red
		item suit1blue
		item suit1yellow
		item tuxedo
		item suit1gang
		item letter

	# DIDIE SACHS LEGS
		item suit1trred
		item suit1trblue
		item suit1tryellow
	    item suit1trgreen
	    item suit1trblk2
		item suit1trgang

	# DIDIE SACHS SHOES
		item shoedressblk
		item shoedressbrn
		item shoespatz

	# DIDIE SACHS CHAIN
		item neckcross
		item neckdollar

	# DIDIE SACHS GLASSES
		item glasses05dark
		item glasses05

	# DIDIE SACHS WATHES
		item watchcro
		item watchcro2

	# DIDIE SACHS HATS
		item trilbydrk
		item trilbylght
		item bowler
		item bowlerred
		item bowlerblue
		item bowleryellow
		item bowlergang
		item boater
		item boaterblk
	end

	section FDchick # Cluckin Bell
	type food
		item clucklow
		item cluckmed
		item cluckhigh
		item cluck_healthy
	end

	section FDpiza # Pizza Stack
	type food
		item pizzalow
		item pizzamed
		item pizzahigh
		item pizza_healthy
	end

	section FDburg # Burger Shot
	type food
		item burgerlow
		item burgermed
		item burgerhigh
		item burger_healthy
	end



	section ammun1
	type weapons
	# PISTOLS
		item PISTOL
		item PISTOL_SILENCED
		item DESERT_EAGLE

	# SHOTGUNS
		item SHOTGUN
		item SAWNOFF
		item SPAS12

	# MICRO SMG
		item TEC9
		item MICRO_UZI

	# SMG
		item MP5

	# ASSAULT RIFLE
		item AK47
		item M4

	# SNIPER RIFLE
		item COUNTRYRIFLE
		item SNIPERRIFLE

	# ARMOUR
		item ARMOUR

	# THROWN
		item GRENADE
		item SATCHEL_CHARGE
	end

	section ammun2
	type weapons
	# PISTOLS
		item PISTOL
		item PISTOL_SILENCED
		item DESERT_EAGLE

	# SHOTGUNS
		item SHOTGUN
		item SAWNOFF
		item SPAS12

	# MICRO SMG
		item TEC9
		item MICRO_UZI

	# SMG
		item MP5

	# ASSAULT RIFLE
		item AK47
		item M4

	# SNIPER RIFLE
		item COUNTRYRIFLE
		item SNIPERRIFLE

	# ARMOUR
		item ARMOUR

	# THROWN
		item GRENADE
		item SATCHEL_CHARGE
	end

	section ammun3
	type weapons
	# PISTOLS
		item PISTOL
		item PISTOL_SILENCED
		item DESERT_EAGLE

	# SHOTGUNS
		item SHOTGUN
		item SAWNOFF
		item SPAS12

	# MICRO SMG
		item TEC9
		item MICRO_UZI

	# SMG
		item MP5

	# ASSAULT RIFLE
		item AK47
		item M4

	# SNIPER RIFLE
		item COUNTRYRIFLE
		item SNIPERRIFLE

	# ARMOUR
		item ARMOUR

	# THROWN
		item GRENADE
		item SATCHEL_CHARGE
	end

	section ammun4
	type weapons
	# PISTOLS
		item PISTOL
		item PISTOL_SILENCED
		item DESERT_EAGLE

	# SHOTGUNS
		item SHOTGUN
		item SAWNOFF
		item SPAS12

	# MICRO SMG
		item TEC9
		item MICRO_UZI

	# SMG
		item MP5

	# ASSAULT RIFLE
		item AK47
		item M4

	# SNIPER RIFLE
		item COUNTRYRIFLE
		item SNIPERRIFLE

	# ARMOUR
		item ARMOUR

	# THROWN
		item GRENADE
		item SATCHEL_CHARGE
	end

	section ammun5 # countryside one
	type weapons
	# PISTOLS
		item PISTOL
		item PISTOL_SILENCED
		item DESERT_EAGLE

	# SHOTGUNS
		item SHOTGUN
		item SAWNOFF
		item SPAS12

	# MICRO SMG
		item TEC9
		item MICRO_UZI

	# SMG
		item MP5

	# ASSAULT RIFLE
		item AK47
		item M4

	# SNIPER RIFLE
		item COUNTRYRIFLE
		item SNIPERRIFLE

	# ARMOUR
		item ARMOUR

	# THROWN
		item GRENADE
		item SATCHEL_CHARGE
	end



	section tattoo # Tattoo shop Los-Santos
	type tattoos
		item 4rip
		item 5gun
		item 6africa
		item 7cross3
		item 8sa
		item 8westside
		item 8santos
		item 8gun
		item 9gun
		item 9bullet
		item 10ls
		item 10ls2
		item 10ls3
		item 10ls4
		item 10ls5
		item 11grove
		item 11grove2
		item 11grove3
		item 12angels
		item 12dagger
	end

	section tatto2 # Tattoo shop San-Fierro
	type tattoos
		item 4weed
		item 5cross2
		item 6aztec
	   	item 6clown
		item 7cross
		item 7cross2
		item 8sa2
		item 8sa3
		item 9gun
	   	item 9rasta
		item 10weed
		item 11jail
		item 11godsgift
		item 12mayabird
		item 12mayaface
	end

	section tatto3 # tattoo shop Las-Venturas
	type tattoos
		item 4spider
		item 5cross
		item 5cross3
		item 6crown
		item 7mary
		item 8poker
		item 9crown
		item 9homeboy
		item 10og
		item 11dice
		item 11dice2
		item 12bandit
		item 12cross7
	end

	section barbers # Barber shop old Reec
	type haircuts
		item cesar
		item tash
		item goatee
		item beard
		item afro
	#	item afrotash
	#	item afrogoatee
	#	item afrobeard
	#	item flattop
	#	item jhericurl
	#	item cornrows
		item highfade
	#	item hairblond
	#	item hairpink
	#	item afroblond
		item cornrowsb
	#	item highafro
	#	item wedge
	#	item tramline
		item groovecut
		item mohawk
	#	item mohawkblond
	#	item mohawkpink
	end

	section barber2 # Barber shop 2
	type haircuts
		item player_face
		item hairblond
		item hairpink
		item afroblond
		item cornrowsb
		item highafro
		item wedge
		item tramline
		item groovecut
		item mohawk
		item mohawkblond
		item mohawkpink
	end

	section barber3 # Barber shop 3
	type haircuts
		item player_face
		item hairred
		item hairblue
		item hairgreen
		item bald
		item baldtash
		item baldgoatee
		item baldbeard
		item slope
		item mohawkbeard
		item elvishair
	end

	section carmod1 # TransFender
	type CarMods
		item bnt_b_sc_l
		item bnt_b_sc_m
		item bnt_b_sc_p_l
		item bnt_b_sc_p_m
		item bntl_b_ov
		item bntl_b_sq
		item exh_b_l
		item exh_b_m
		item exh_b_s
		item exh_b_t
		item exh_b_ts
		item lgt_b_rspt
		item lgt_b_sspt
		item rf_b_sc_r
		item spl_b_bab_m
		item spl_b_bar_l
		item spl_b_bar_m
		item spl_b_bbb_m
		item spl_b_bbr_l
		item spl_b_bbr_m
		item spl_b_mab_m
		item spl_b_mar_m
		item wg_l_b_ssk
		item wg_r_b_ssk

	# OTHER TUNING
		item wheel_gn1
		item wheel_gn2
		item wheel_gn3
		item wheel_gn4
		item wheel_gn5
		item wheel_or1
		item wheel_sr3
		item wheel_sr4
		item wheel_lr1
		item wheel_lr2
		item wheel_lr3
		item wheel_lr4
		item wheel_lr5
		item stereo
		item hydralics
		item nto_b_s
		item nto_b_l
		item nto_b_tw
	end

	section carmod2 # Loco Low Co.
	type CarMods
	# SAVANNA
		item rf_lr_sv1
		item rf_lr_sv2
		item fbmp_lr_sv1
		item fbmp_lr_sv2
		item rbmp_lr_sv1
		item rbmp_lr_sv2
		item exh_lr_sv1
		item exh_lr_sv2
	   	item wg_l_lr_sv

	# BLADE
		item rf_lr_bl1
  		item rf_lr_bl2
  		item rbmp_lr_bl1
		item rbmp_lr_bl2
		item fbmp_lr_bl1
		item fbmp_lr_bl2
		item exh_lr_bl1
		item exh_lr_bl2
		item wg_l_lr_bl1

	# BROADWAY
		item exh_lr_br1
		item exh_lr_br2
		item fbmp_lr_br1
		item fbmp_lr_br2
		item rbmp_lr_br1
		item rbmp_lr_br2
		item wg_l_lr_br1

	# REMMINGTON
		item exh_lr_rem1
		item exh_lr_rem2
		item fbmp_lr_rem1
		item fbmp_lr_rem2
		item misc_a_lr_rem1
		item misc_b_lr_rem2
		item misc_c_lr_rem3
		item rbmp_lr_rem1
		item rbmp_lr_rem2
		item wg_l_lr_rem1
		item wg_l_lr_rem2

	# SLAMVAN
		item exh_lr_slv1
		item exh_lr_slv2
		item fbmp_lr_slv1
		item fbb_lr_slv1
		item fbb_lr_slv2
		item bbb_lr_slv1
		item bbb_lr_slv2
		item wg_l_lr_slv1
		item wg_l_lr_slv2

	# TORNADO
		item exh_lr_t1
		item exh_lr_t2
		item fbmp_lr_t1
		item fbmp_lr_t2
		item rbmp_lr_t1
		item rbmp_lr_t2
		item wg_l_lr_t1

	# OTHER TUNING
		item wheel_lr1
		item wheel_lr2
		item wheel_lr3
		item wheel_lr4
		item wheel_lr5
		item wheel_sr1
		item wheel_sr2
		item wheel_gn4
		item wheel_gn5
		item stereo
		item hydralics
		item nto_b_s
		item nto_b_l
		item nto_b_tw
	end

	section carmod3 # Wheel Arch Angels
	type CarMods
	# SULTAN
		item exh_a_s
		item exh_c_s
		item fbmp_a_s
		item fbmp_c_s
		item rbmp_a_s
		item rbmp_c_s
		item rf_a_s
		item rf_c_s
		item spl_a_s_b
		item spl_c_s_b
		item wg_l_a_s
		item wg_l_c_s

	# FLASH
		item exh_a_f
		item exh_c_f
		item fbmp_a_f
		item fbmp_c_f
		item rbmp_a_f
		item rbmp_c_f
		item rf_a_f
		item rf_c_f
		item spl_a_f_r
		item spl_c_f_r
		item wg_l_a_f
		item wg_l_c_f

	# ELEGY
		item exh_a_l
		item exh_c_l
		item fbmp_a_l
		item fbmp_c_l
		item rbmp_a_l
		item rbmp_c_l
		item rf_a_l
		item rf_c_l
		item spl_a_l_b
		item spl_c_l_b
		item wg_l_a_l
		item wg_l_c_l

	# JESTER
		item exh_a_j
		item exh_c_j
		item fbmp_a_j
		item fbmp_c_j
		item rbmp_a_j
		item rbmp_c_j
		item rf_a_j
		item rf_c_j
		item spl_a_j_b
		item spl_c_j_b
		item spl_b_bar_m
		item spl_b_mab_m
		item wg_l_a_j
		item wg_l_c_j

	# URANUS
		item exh_a_u
		item exh_c_u
		item fbmp_a_u
		item fbmp_c_u
		item rbmp_a_u
		item rbmp_c_u
		item rf_a_u
		item rf_c_u
		item spl_a_u_b
		item spl_c_u_b
		item wg_l_a_u
		item wg_l_c_u

	# STRATUM
		item exh_a_st
		item exh_c_st
		item fbmp_a_st
		item fbmp_c_st
		item rbmp_a_st
		item rbmp_c_st
		item rf_a_st
		item rf_c_st
		item spl_a_st_r
		item spl_c_st_r
		item wg_l_a_st
		item wg_l_c_st

	# OTHER TUNING
		item wheel_gn1
		item wheel_gn2
		item wheel_gn3
		item wheel_gn4
		item wheel_gn5
		item wheel_or1
		item wheel_sr1
		item wheel_sr2
		item wheel_sr3
		item wheel_sr4
		item wheel_sr5
		item wheel_sr6
		item wheel_lr1
		item wheel_lr2
		item wheel_lr3
		item wheel_lr4
		item wheel_lr5
		item stereo
		item hydralics
		item nto_b_s
		item nto_b_l
		item nto_b_tw
	end

	#INTERIORS THAT MIGHT NOT GET USED.
	section FDrest # restuarant swank
	type food
		item pizzalow
		item pizzamed
		item pizzahigh
	end
end
