processed
800.0 362.0 0.0 0.00000 0.00000 0.00000 0.00000    800.0 646.0 0.0 0.00000 0.00000 0.00000 0.00000    544.0 362.0 0.0 0.00000 0.00000 0.00000 0.00000    544.0 646.0 0.0 0.00000 0.00000 0.00000 0.00000  1
944.0 432.0 0.0 0.00000 0.00000 0.00000 0.00000    944.0 704.0 0.0 0.00000 0.00000 0.00000 0.00000    800.0 432.0 0.0 0.00000 0.00000 0.00000 0.00000    800.0 704.0 0.0 0.00000 0.00000 0.00000 0.00000  1
976.0 480.0 0.0 0.00000 0.00000 0.00000 0.00000    976.0 720.0 0.0 0.00000 0.00000 0.00000 0.00000    944.0 480.0 0.0 0.00000 0.00000 0.00000 0.00000    944.0 720.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1040.0 528.0 0.0 0.00000 0.00000 0.00000 0.00000    1040.0 704.0 0.0 0.00000 0.00000 0.00000 0.00000    976.0 528.0 0.0 0.00000 0.00000 0.00000 0.00000    976.0 704.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1280.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    1280.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000    1040.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    1040.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1472.0 480.0 0.0 0.00000 0.00000 0.00000 0.00000    1472.0 640.0 0.0 0.00000 0.00000 0.00000 0.00000    1280.0 480.0 0.0 0.00000 0.00000 0.00000 0.00000    1280.0 640.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1616.0 432.0 0.0 0.00000 0.00000 0.00000 0.00000    1616.0 640.0 0.0 0.00000 0.00000 0.00000 0.00000    1472.0 432.0 0.0 0.00000 0.00000 0.00000 0.00000    1472.0 640.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1824.0 416.0 0.0 0.00000 0.00000 0.00000 0.00000    1824.0 608.0 0.0 0.00000 0.00000 0.00000 0.00000    1616.0 416.0 0.0 0.00000 0.00000 0.00000 0.00000    1616.0 608.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2160.0 400.0 0.0 0.00000 0.00000 0.00000 0.00000    2160.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000    1824.0 400.0 0.0 0.00000 0.00000 0.00000 0.00000    1824.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2432.0 400.0 0.0 0.00000 0.00000 0.00000 0.00000    2432.0 512.0 0.0 0.00000 0.00000 0.00000 0.00000    2160.0 400.0 0.0 0.00000 0.00000 0.00000 0.00000    2160.0 512.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2560.0 368.0 0.0 0.00000 0.00000 0.00000 0.00000    2560.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000    2432.0 368.0 0.0 0.00000 0.00000 0.00000 0.00000    2432.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2720.0 336.0 0.0 0.00000 0.00000 0.00000 0.00000    2720.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000    2560.0 336.0 0.0 0.00000 0.00000 0.00000 0.00000    2560.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2816.0 196.0 0.0 0.00000 0.00000 0.00000 0.00000    2816.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    2720.0 196.0 0.0 0.00000 0.00000 0.00000 0.00000    2720.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 160.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000    2816.0 160.0 0.0 0.00000 0.00000 0.00000 0.00000    2816.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -80.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 160.0 0.0 0.00000 0.00000 0.00000 0.00000    2860.0 -80.0 0.0 0.00000 0.00000 0.00000 0.00000    2860.0 160.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-544.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -544.0 -2896.0 0.0 0.00000 0.00000 0.00000 0.00000    -1376.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -1376.0 -2896.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-544.0 -2896.0 0.0 0.00000 0.00000 0.00000 0.00000    -544.0 -2800.0 0.0 0.00000 0.00000 0.00000 0.00000    -928.0 -2896.0 0.0 0.00000 0.00000 0.00000 0.00000    -928.0 -2800.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-320.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -320.0 -2824.0 0.0 0.00000 0.00000 0.00000 0.00000    -544.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -544.0 -2824.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-192.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -192.0 -2876.0 0.0 0.00000 0.00000 0.00000 0.00000    -320.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -320.0 -2876.0 0.0 0.00000 0.00000 0.00000 0.00000  1
160.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2920.0 0.0 0.00000 0.00000 0.00000 0.00000    -192.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -192.0 -2920.0 0.0 0.00000 0.00000 0.00000 0.00000  1
160.0 -2920.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2872.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -2920.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -2872.0 0.0 0.00000 0.00000 0.00000 0.00000  1
160.0 -2872.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2816.0 0.0 0.00000 0.00000 0.00000 0.00000    -60.0 -2872.0 0.0 0.00000 0.00000 0.00000 0.00000    -60.0 -2816.0 0.0 0.00000 0.00000 0.00000 0.00000  1
160.0 -2816.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000    -4.0 -2816.0 0.0 0.00000 0.00000 0.00000 0.00000    -4.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000  1
160.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000    40.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000    40.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000  1
40.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    40.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000    16.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    16.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000  1
16.0 -2440.0 0.0 0.00000 0.00000 0.00000 0.00000    16.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000    -32.0 -2440.0 0.0 0.00000 0.00000 0.00000 0.00000    -32.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000  1
16.0 -2488.0 0.0 0.00000 0.00000 0.00000 0.00000    16.0 -2440.0 0.0 0.00000 0.00000 0.00000 0.00000    -32.0 -2488.0 0.0 0.00000 0.00000 0.00000 0.00000    -32.0 -2440.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-32.0 -2440.0 0.0 0.00000 0.00000 0.00000 0.00000    -32.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000    -96.0 -2440.0 0.0 0.00000 0.00000 0.00000 0.00000    -96.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-96.0 -2384.0 0.0 0.00000 0.00000 0.00000 0.00000    -96.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000    -168.0 -2384.0 0.0 0.00000 0.00000 0.00000 0.00000    -168.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000  1
160.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2080.0 0.0 0.00000 0.00000 0.00000 0.00000    -224.0 -2256.0 0.0 0.00000 0.00000 0.00000 0.00000    -224.0 -2080.0 0.0 0.00000 0.00000 0.00000 0.00000  1
160.0 -2080.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000    -248.0 -2080.0 0.0 0.00000 0.00000 0.00000 0.00000    -248.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-128.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1824.0 0.0 0.00000 0.00000 0.00000 0.00000    -280.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000    -280.0 -1824.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-248.0 -2016.0 0.0 0.00000 0.00000 0.00000 0.00000    -248.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000    -264.0 -2016.0 0.0 0.00000 0.00000 0.00000 0.00000    -264.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-128.0 -1824.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1640.0 0.0 0.00000 0.00000 0.00000 0.00000    -264.0 -1824.0 0.0 0.00000 0.00000 0.00000 0.00000    -264.0 -1640.0 0.0 0.00000 0.00000 0.00000 0.00000  1
124.0 -1768.0 0.0 0.00000 0.00000 0.00000 0.00000    124.0 -1648.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1768.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1648.0 0.0 0.00000 0.00000 0.00000 0.00000  1
140.0 -1792.0 0.0 0.00000 0.00000 0.00000 0.00000    140.0 -1768.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1792.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1768.0 0.0 0.00000 0.00000 0.00000 0.00000  1
148.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000    148.0 -1792.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1968.0 0.0 0.00000 0.00000 0.00000 0.00000    -128.0 -1792.0 0.0 0.00000 0.00000 0.00000 0.00000  1
592.0 -2128.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2128.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000  1
592.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    480.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    480.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000  1
480.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    480.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    352.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    352.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000  1
352.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    352.0 -1880.0 0.0 0.00000 0.00000 0.00000 0.00000    232.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    232.0 -1880.0 0.0 0.00000 0.00000 0.00000 0.00000  1
232.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    232.0 -1872.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -1976.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -1872.0 0.0 0.00000 0.00000 0.00000 0.00000  1
592.0 -2784.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2128.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2784.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2128.0 0.0 0.00000 0.00000 0.00000 0.00000  1
592.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2784.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    160.0 -2784.0 0.0 0.00000 0.00000 0.00000 0.00000  1
544.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    544.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000    352.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    352.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000  1
976.0 -2112.0 0.0 0.00000 0.00000 0.00000 0.00000    976.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2112.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000  1
904.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    904.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000    736.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    736.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000  1
736.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    736.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000    704.0 -1896.0 0.0 0.00000 0.00000 0.00000 0.00000    704.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000  1
752.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000    752.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000    736.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000    736.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000  1
752.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000    752.0 -1480.0 0.0 0.00000 0.00000 0.00000 0.00000    688.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000    688.0 -1480.0 0.0 0.00000 0.00000 0.00000 0.00000  1
976.0 -2192.0 0.0 0.00000 0.00000 0.00000 0.00000    976.0 -2112.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2192.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2112.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1008.0 -2328.0 0.0 0.00000 0.00000 0.00000 0.00000    1008.0 -2192.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2328.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2192.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1008.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1008.0 -2328.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    592.0 -2328.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1072.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1072.0 -2368.0 0.0 0.00000 0.00000 0.00000 0.00000    1008.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1008.0 -2368.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1064.0 -2368.0 0.0 0.00000 0.00000 0.00000 0.00000    1064.0 -2320.0 0.0 0.00000 0.00000 0.00000 0.00000    1008.0 -2368.0 0.0 0.00000 0.00000 0.00000 0.00000    1008.0 -2320.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1288.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000    1288.0 -2412.0 0.0 0.00000 0.00000 0.00000 0.00000    1072.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000    1072.0 -2412.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1288.0 -2768.0 0.0 0.00000 0.00000 0.00000 0.00000    1288.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000    1072.0 -2768.0 0.0 0.00000 0.00000 0.00000 0.00000    1072.0 -2672.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1288.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1288.0 -2768.0 0.0 0.00000 0.00000 0.00000 0.00000    1072.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1072.0 -2768.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1448.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1448.0 -2760.0 0.0 0.00000 0.00000 0.00000 0.00000    1288.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1288.0 -2760.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1392.0 -2760.0 0.0 0.00000 0.00000 0.00000 0.00000    1392.0 -2688.0 0.0 0.00000 0.00000 0.00000 0.00000    1288.0 -2760.0 0.0 0.00000 0.00000 0.00000 0.00000    1288.0 -2688.0 0.0 0.00000 0.00000 0.00000 0.00000  1
1720.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1720.0 -2754.0 0.0 0.00000 0.00000 0.00000 0.00000    1448.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1448.0 -2754.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2064.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2064.0 -2740.0 0.0 0.00000 0.00000 0.00000 0.00000    1720.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    1720.0 -2740.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2144.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2144.0 -2742.0 0.0 0.00000 0.00000 0.00000 0.00000    2064.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2064.0 -2742.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2208.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2208.0 -2700.0 0.0 0.00000 0.00000 0.00000 0.00000    2144.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2144.0 -2700.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2272.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2272.0 -2684.0 0.0 0.00000 0.00000 0.00000 0.00000    2208.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2208.0 -2684.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2376.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2376.0 -2312.0 0.0 0.00000 0.00000 0.00000 0.00000    2272.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    2272.0 -2312.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2472.0 -2480.0 0.0 0.00000 0.00000 0.00000 0.00000    2472.0 -2240.0 0.0 0.00000 0.00000 0.00000 0.00000    2376.0 -2480.0 0.0 0.00000 0.00000 0.00000 0.00000    2376.0 -2240.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2776.0 -2376.0 0.0 0.00000 0.00000 0.00000 0.00000    2776.0 -2240.0 0.0 0.00000 0.00000 0.00000 0.00000    2472.0 -2376.0 0.0 0.00000 0.00000 0.00000 0.00000    2472.0 -2240.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2856.0 -2336.0 0.0 0.00000 0.00000 0.00000 0.00000    2856.0 -2192.0 0.0 0.00000 0.00000 0.00000 0.00000    2776.0 -2336.0 0.0 0.00000 0.00000 0.00000 0.00000    2776.0 -2192.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -2336.0 0.0 0.00000 0.00000 0.00000 0.00000    2808.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    2808.0 -2336.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -2336.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -2136.0 0.0 0.00000 0.00000 0.00000 0.00000    2856.0 -2336.0 0.0 0.00000 0.00000 0.00000 0.00000    2856.0 -2136.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -2136.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -1840.0 0.0 0.00000 0.00000 0.00000 0.00000    2888.0 -2136.0 0.0 0.00000 0.00000 0.00000 0.00000    2888.0 -1840.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2888.0 -1880.0 0.0 0.00000 0.00000 0.00000 0.00000    2888.0 -1840.0 0.0 0.00000 0.00000 0.00000 0.00000    2872.0 -1880.0 0.0 0.00000 0.00000 0.00000 0.00000    2872.0 -1840.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -1840.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -1720.0 0.0 0.00000 0.00000 0.00000 0.00000    2864.0 -1840.0 0.0 0.00000 0.00000 0.00000 0.00000    2864.0 -1720.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -1720.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -1664.0 0.0 0.00000 0.00000 0.00000 0.00000    2888.0 -1720.0 0.0 0.00000 0.00000 0.00000 0.00000    2888.0 -1664.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -1664.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -1592.0 0.0 0.00000 0.00000 0.00000 0.00000    2896.0 -1664.0 0.0 0.00000 0.00000 0.00000 0.00000    2896.0 -1592.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -1592.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -1504.0 0.0 0.00000 0.00000 0.00000 0.00000    2920.0 -1592.0 0.0 0.00000 0.00000 0.00000 0.00000    2920.0 -1504.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -1504.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -1344.0 0.0 0.00000 0.00000 0.00000 0.00000    2940.0 -1504.0 0.0 0.00000 0.00000 0.00000 0.00000    2940.0 -1344.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -1344.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -1096.0 0.0 0.00000 0.00000 0.00000 0.00000    2908.0 -1344.0 0.0 0.00000 0.00000 0.00000 0.00000    2908.0 -1096.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -1096.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -800.0 0.0 0.00000 0.00000 0.00000 0.00000    2912.0 -1096.0 0.0 0.00000 0.00000 0.00000 0.00000    2912.0 -800.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -800.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -472.0 0.0 0.00000 0.00000 0.00000 0.00000    2918.0 -800.0 0.0 0.00000 0.00000 0.00000 0.00000    2918.0 -472.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -472.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -376.0 0.0 0.00000 0.00000 0.00000 0.00000    2872.0 -472.0 0.0 0.00000 0.00000 0.00000 0.00000    2872.0 -376.0 0.0 0.00000 0.00000 0.00000 0.00000  1
3000.0 -376.0 0.0 0.00000 0.00000 0.00000 0.00000    3000.0 -80.0 0.0 0.00000 0.00000 0.00000 0.00000    2912.0 -376.0 0.0 0.00000 0.00000 0.00000 0.00000    2912.0 -80.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2912.0 -376.0 0.0 0.00000 0.00000 0.00000 0.00000    2912.0 -80.0 0.0 0.00000 0.00000 0.00000 0.00000    2864.0 -376.0 0.0 0.00000 0.00000 0.00000 0.00000    2864.0 -80.0 0.0 0.00000 0.00000 0.00000 0.00000  1
2680.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    2680.0 -2456.0 0.0 0.00000 0.00000 0.00000 0.00000    2560.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    2560.0 -2456.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-848.0 -422.0 0.0 0.00000 0.00000 0.00000 0.00000    -848.0 -238.0 0.0 0.00000 0.00000 0.00000 0.00000    -992.0 -422.0 0.0 0.00000 0.00000 0.00000 0.00000    -992.0 -238.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-512.0 -384.0 0.0 0.00000 0.00000 0.00000 0.00000    -512.0 -256.0 0.0 0.00000 0.00000 0.00000 0.00000    -848.0 -384.0 0.0 0.00000 0.00000 0.00000 0.00000    -848.0 -256.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-320.0 -400.0 0.0 0.00000 0.00000 0.00000 0.00000    -320.0 -272.0 0.0 0.00000 0.00000 0.00000 0.00000    -512.0 -400.0 0.0 0.00000 0.00000 0.00000 0.00000    -512.0 -272.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-208.0 -400.0 0.0 0.00000 0.00000 0.00000 0.00000    -208.0 -304.0 0.0 0.00000 0.00000 0.00000 0.00000    -320.0 -400.0 0.0 0.00000 0.00000 0.00000 0.00000    -320.0 -304.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-100.0 -528.0 0.0 0.00000 0.00000 0.00000 0.00000    -100.0 -460.0 0.0 0.00000 0.00000 0.00000 0.00000    -384.0 -528.0 0.0 0.00000 0.00000 0.00000 0.00000    -384.0 -460.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-64.0 -704.0 0.0 0.00000 0.00000 0.00000 0.00000    -64.0 -528.0 0.0 0.00000 0.00000 0.00000 0.00000    -384.0 -704.0 0.0 0.00000 0.00000 0.00000 0.00000    -384.0 -528.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-80.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000    -80.0 -704.0 0.0 0.00000 0.00000 0.00000 0.00000    -336.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000    -336.0 -704.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-48.0 -936.0 0.0 0.00000 0.00000 0.00000 0.00000    -48.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000    -208.0 -936.0 0.0 0.00000 0.00000 0.00000 0.00000    -208.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000  1
144.0 -936.0 0.0 0.00000 0.00000 0.00000 0.00000    144.0 -874.0 0.0 0.00000 0.00000 0.00000 0.00000    -48.0 -936.0 0.0 0.00000 0.00000 0.00000 0.00000    -48.0 -874.0 0.0 0.00000 0.00000 0.00000 0.00000  1
128.0 -1024.0 0.0 0.00000 0.00000 0.00000 0.00000    128.0 -936.0 0.0 0.00000 0.00000 0.00000 0.00000    32.0 -1024.0 0.0 0.00000 0.00000 0.00000 0.00000    32.0 -936.0 0.0 0.00000 0.00000 0.00000 0.00000  1
96.0 -1104.0 0.0 0.00000 0.00000 0.00000 0.00000    96.0 -1024.0 0.0 0.00000 0.00000 0.00000 0.00000    -16.0 -1104.0 0.0 0.00000 0.00000 0.00000 0.00000    -16.0 -1024.0 0.0 0.00000 0.00000 0.00000 0.00000  1
144.0 -1200.0 0.0 0.00000 0.00000 0.00000 0.00000    144.0 -1104.0 0.0 0.00000 0.00000 0.00000 0.00000    0.0 -1200.0 0.0 0.00000 0.00000 0.00000 0.00000    0.0 -1104.0 0.0 0.00000 0.00000 0.00000 0.00000  1
128.0 -1296.0 0.0 0.00000 0.00000 0.00000 0.00000    128.0 -1200.0 0.0 0.00000 0.00000 0.00000 0.00000    -16.0 -1296.0 0.0 0.00000 0.00000 0.00000 0.00000    -16.0 -1200.0 0.0 0.00000 0.00000 0.00000 0.00000  1
112.0 -1440.0 0.0 0.00000 0.00000 0.00000 0.00000    112.0 -1296.0 0.0 0.00000 0.00000 0.00000 0.00000    -16.0 -1440.0 0.0 0.00000 0.00000 0.00000 0.00000    -16.0 -1296.0 0.0 0.00000 0.00000 0.00000 0.00000  1
96.0 -1552.0 0.0 0.00000 0.00000 0.00000 0.00000    96.0 -1440.0 0.0 0.00000 0.00000 0.00000 0.00000    0.0 -1552.0 0.0 0.00000 0.00000 0.00000 0.00000    0.0 -1440.0 0.0 0.00000 0.00000 0.00000 0.00000  1
